"Date","Particulars","Supplier","Voucher No.","Voucher Type","Value","Gross Total","Purchase ZCOL","IGST Tax","800012-Clearing Cess","CGST Tax","SGST Tax","Clean Engry Cess","BasicCustomsduty-Amt","Freight/Quantity","Handling Charges","Mat.INS-Fixed","Miscellaneous Chrges","DischargePort Ag.Chg","Steve dooring@Unload","Vessel Insurance","Wharfage Un. Charges","OTB Procurement","Freight(Fixed Value)","Mine Transpt charge","NMED FUND (2%)","NMED FUND (30%)","Royalty charges %","Rail.Term./MT","Rake Unl. Chr./MT","Sizing charges","Stoving Charges"
"08 May 2023","0000030401-P.Tamilselvi","0000030401-P.Tamilselvi","4540005653","Purcahse Order ZSER","5,03,211.00","5,03,211.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"08 May 2023","0000031142-Archer Integrated Services Pvt.Ltd.","0000031142-Archer Integrated Services Pvt.Ltd.","4540005655","Purcahse Order ZSER","22,55,177.00","24,06,128.56 Cr","","","","75,475.78 Dr","75,475.78 Dr","","","","","","","","","","","","","","","","","","","",""
"08 May 2023","0000010031-Blue Star Limited","0000010031-Blue Star Limited","4540005656","Purcahse Order ZSER","6,79,674.16","8,02,015.52 Cr","","","","61,170.68 Dr","61,170.68 Dr","","","","","","","","","","","","","","","","","","","",""
"08 May 2023","0000031274-Magimaidass Rani","0000031274-Magimaidass Rani","4540005657","Purcahse Order ZSER","8,54,423.00","8,54,423.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"09 May 2023","0000011980-SAMAS ENGINEERING CORPORATION","0000011980-SAMAS ENGINEERING CORPORATION","4500003438","Purcahse Order ZSPR","37,850.00","82,513.00 Cr","","","","3,406.50 Dr","3,406.50 Dr","","","","","","","","","","","","","","","","","","","",""
"09 May 2023","0000011523-Nazrex Hard Tools Complex","0000011523-Nazrex Hard Tools Complex","4510001684","Purcahse Order ZCON","4,332.00","5,111.76 Cr","","","","389.88 Dr","389.88 Dr","","","","","","","","","","","","","","","","","","","",""
"09 May 2023","0000010242-Thejo Engineering Limited","0000010242-Thejo Engineering Limited","4510001685","Purcahse Order ZCON","5,430.00","6,327.60 Cr","","","","448.80 Dr","448.80 Dr","","","","","","","","","","","","","","","","","","","",""
"09 May 2023","0000010570-Goodwill Engineering Company","0000010570-Goodwill Engineering Company","4510001686","Purcahse Order ZCON","25,920.00","30,585.60 Cr","","","","2,332.80 Dr","2,332.80 Dr","","","","","","","","","","","","","","","","","","","",""
"09 May 2023","0000031348-Keerthi fabrication engineering wor","0000031348-Keerthi fabrication engineering wor","4530001032","Purcahse Order ZASS","34,45,200.00","40,65,336.00 Cr","","6,20,136.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"09 May 2023","0000031348-Keerthi fabrication engineering wor","0000031348-Keerthi fabrication engineering wor","4540005658","Purcahse Order ZSER","17,22,600.00","20,32,668.00 Cr","","3,10,068.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"09 May 2023","0000030405-I R Technology Services Pvt Ltd","0000030405-I R Technology Services Pvt Ltd","4540005659","Purcahse Order ZSER","42,500.00","50,150.00 Cr","","7,650.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"09 May 2023","0000060119-Sheetal and Associates","0000060119-Sheetal and Associates","4540005660","Purcahse Order ZSER","75,000.00","88,500.00 Cr","","","","6,750.00 Dr","6,750.00 Dr","","","","","","","","","","","","","","","","","","","",""
"10 May 2023","0000011607-SNK Rolling Bearing","0000011607-SNK Rolling Bearing","4500003440","Purcahse Order ZSPR","26,122.00","56,945.96 Cr","","4,701.96 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"10 May 2023","0000011496-TN Oxygen Private Limited","0000011496-TN Oxygen Private Limited","4510001687","Purcahse Order ZCON","17,319.10","20,436.54 Cr","","","","1,558.72 Dr","1,558.72 Dr","","","","","","","","","","","","","","","","","","","",""
"10 May 2023","0000011496-TN Oxygen Private Limited","0000011496-TN Oxygen Private Limited","4510001688","Purcahse Order ZCON","17,369.00","20,495.42 Cr","","","","1,563.21 Dr","1,563.21 Dr","","","","","","","","","","","","","","","","","","","",""
"10 May 2023","0000010409-Budhaguru Seal","0000010409-Budhaguru Seal","4510001689","Purcahse Order ZCON","73,500.00","85,230.00 Cr","","","","6,615.00 Dr","6,615.00 Dr","","","","","","","","","","","","","","","","","","","",""
"10 May 2023","0000031245-Mtandt Limited","0000031245-Mtandt Limited","4520000919","Purcahse Order ZDOM","39,900.00","48,262.00 Cr","","","","3,591.00 Dr","3,591.00 Dr","","","","","","","","","","","","","","","","","","","",""
"10 May 2023","0000011655-UNIQUE PUMP SOLUTION & SERVICES","0000011655-UNIQUE PUMP SOLUTION & SERVICES","4520000920","Purcahse Order ZDOM","11,500.00","25,070.00 Cr","","","","1,035.00 Dr","1,035.00 Dr","","","","","","","","","","","","","","","","","","","",""
"10 May 2023","0000030816-Safe Rider Logistics India Pvt.Ltd","0000030816-Safe Rider Logistics India Pvt.Ltd","4540005661","Purcahse Order ZSER","10,368.00","10,886.40 Cr","","","","259.20 Dr","259.20 Dr","","","","","","","","","","","","","","","","","","","",""
"10 May 2023","0000030910-Guindy Chennai Stays","0000030910-Guindy Chennai Stays","4540005662","Purcahse Order ZSER","16,800.00","18,816.00 Cr","","","","1,008.00 Dr","1,008.00 Dr","","","","","","","","","","","","","","","","","","","",""
"10 May 2023","0000010984-VK Engineering & Services","0000010984-VK Engineering & Services","4540005663","Purcahse Order ZSER","35,815.00","42,261.70 Cr","","","","3,223.35 Dr","3,223.35 Dr","","","","","","","","","","","","","","","","","","","",""
"10 May 2023","0000011768-PROMEDIA TRADING PRIVATE LIMITED","0000011768-PROMEDIA TRADING PRIVATE LIMITED","4600001054","Purcahse Order ZCOL","37,25,000.00","39,11,250.00 Cr","37,25,000.00 Dr","","","93,125.00 Dr","93,125.00 Dr","","","","","","","","","","","","","","","","","","","",""
"11 May 2023","0000011538-Krishna Enterprises","0000011538-Krishna Enterprises","4520000921","Purcahse Order ZDOM","31,000.00","37,150.00 Cr","","","","3,075.00 Dr","3,075.00 Dr","","","","","","","","","","","","","","","","","","","",""
"11 May 2023","0000010802-Metrohm India Limited","0000010802-Metrohm India Limited","4540005664","Purcahse Order ZSER","34,000.00","40,120.00 Cr","","","","3,060.00 Dr","3,060.00 Dr","","","","","","","","","","","","","","","","","","","",""
"11 May 2023","0000010039-Chennai Ferrous Industries Ltd","0000010039-Chennai Ferrous Industries Ltd","4600001055","Purcahse Order ZCOL","5,52,00,000.00","6,03,60,000.00 Cr","5,52,00,000.00 Dr","27,60,000.00 Dr","24,00,000.00 Dr","","","","","","","","","","","","","","","","","","","","","",""
"11 May 2023","0000010039-Chennai Ferrous Industries Ltd","0000010039-Chennai Ferrous Industries Ltd","4600001056","Purcahse Order ZCOL","6,98,30,782.28","7,69,87,017.40 Cr","6,98,30,782.28 Dr","34,91,539.12 Dr","36,64,696.00 Dr","","","","","","","","","","","","","","","","","","","","","",""
"11 May 2023","","","4610001898","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"11 May 2023","0000011896-SUPER ENTERPRISES","0000011896-SUPER ENTERPRISES","41","Purcahse Order ZNPA","8,970.00","10,584.60 Cr","","","","807.30 Dr","807.30 Dr","","","","","","","","","","","","","","","","","","","",""
"15 May 2023","0000031234-Alpha Hospitals","0000031234-Alpha Hospitals","4540005665","Purcahse Order ZSER","3,208.00","3,208.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"15 May 2023","0000090145-Adani Enterprises Limited","0000090145-Adani Enterprises Limited","4600001057","Purcahse Order ZCOL","18,56,00,000.00","19,48,80,000.00 Cr","18,56,00,000.00 Dr","","","46,40,000.00 Dr","46,40,000.00 Dr","","","","","","","","","","","","","","","","","","","",""
"15 May 2023","","","4610001899","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"15 May 2023","","","4610001900","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"15 May 2023","","","4610001901","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"15 May 2023","","","4610001902","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"15 May 2023","","","4610001903","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"15 May 2023","","","4610001904","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"15 May 2023","","","4610001905","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"15 May 2023","","","4610001906","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"16 May 2023","0000010159-P & G Enterprises","0000010159-P & G Enterprises","4510001690","Purcahse Order ZCON","1,38,600.00","1,63,548.00 Cr","","","","12,474.00 Dr","12,474.00 Dr","","","","","","","","","","","","","","","","","","","",""
"16 May 2023","0000010570-Goodwill Engineering Company","0000010570-Goodwill Engineering Company","4510001691","Purcahse Order ZCON","1,15,000.00","1,38,060.00 Cr","","","","10,350.00 Dr","10,350.00 Dr","","","","","","","","","","","","","","","","","","","",""
"16 May 2023","0000030997-Grouting Specialist","0000030997-Grouting Specialist","4540005666","Purcahse Order ZSER","70,250.00","82,895.00 Cr","","","","6,322.50 Dr","6,322.50 Dr","","","","","","","","","","","","","","","","","","","",""
"16 May 2023","0000030131-SRI PALANI MURUGAN ENGINEERING WORK","0000030131-SRI PALANI MURUGAN ENGINEERING WORK","4540005667","Purcahse Order ZSER","2,200.00","2,596.00 Cr","","","","198.00 Dr","198.00 Dr","","","","","","","","","","","","","","","","","","","",""
"16 May 2023","0000031414-MONARCH BIOTECH PVT LTD","0000031414-MONARCH BIOTECH PVT LTD","4540005668","Purcahse Order ZSER","18,750.00","40,875.00 Cr","","","","1,687.50 Dr","1,687.50 Dr","","","","","","","","","","","","","","","","","","","",""
"16 May 2023","0000030083-NICCO ENGINEERING SERVICES LTD","0000030083-NICCO ENGINEERING SERVICES LTD","4540005669","Purcahse Order ZSER","88,000.00","1,03,840.00 Cr","","","","7,920.00 Dr","7,920.00 Dr","","","","","","","","","","","","","","","","","","","",""
"16 May 2023","0000031087-STL Engineers","0000031087-STL Engineers","4540005670","Purcahse Order ZSER","80,475.00","94,960.50 Cr","","","","7,242.75 Dr","7,242.75 Dr","","","","","","","","","","","","","","","","","","","",""
"17 May 2023","0000010736-Bangalore Fluid System Components P","0000010736-Bangalore Fluid System Components P","4500003441","Purcahse Order ZSPR","79,552.00","95,051.36 Cr","","14,319.36 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"17 May 2023","0000010570-Goodwill Engineering Company","0000010570-Goodwill Engineering Company","4500003442","Purcahse Order ZSPR","10,660.00","12,578.80 Cr","","","","959.40 Dr","959.40 Dr","","","","","","","","","","","","","","","","","","","",""
"17 May 2023","0000011205-Power Tech Controls","0000011205-Power Tech Controls","4500003443","Purcahse Order ZSPR","22,776.00","26,875.68 Cr","","","","2,049.84 Dr","2,049.84 Dr","","","","","","","","","","","","","","","","","","","",""
"17 May 2023","0000010570-Goodwill Engineering Company","0000010570-Goodwill Engineering Company","4500003444","Purcahse Order ZSPR","95,582.00","1,12,786.76 Cr","","","","8,602.38 Dr","8,602.38 Dr","","","","","","","","","","","","","","","","","","","",""
"17 May 2023","0000011843-SRIGARUDA ENTERPRISES","0000011843-SRIGARUDA ENTERPRISES","4510001692","Purcahse Order ZCON","19,400.00","20,370.00 Cr","","","","485.00 Dr","485.00 Dr","","","","","","","","","","","","","","","","","","","",""
"17 May 2023","0000011797-STAR OFFICE BAZAAR PVT LTD","0000011797-STAR OFFICE BAZAAR PVT LTD","4520000922","Purcahse Order ZDOM","53,825.00","61,833.50 Cr","","","","4,004.25 Dr","4,004.25 Dr","","","","","","","","","","","","","","","","","","","",""
"17 May 2023","0000031142-Archer Integrated Services Pvt.Ltd.","0000031142-Archer Integrated Services Pvt.Ltd.","4540005671","Purcahse Order ZSER","93,000.00","97,650.00 Cr","","","","2,325.00 Dr","2,325.00 Dr","","","","","","","","","","","","","","","","","","","",""
"17 May 2023","0000010390-Sartech INTL","0000010390-Sartech INTL","4540005672","Purcahse Order ZSER","10,500.00","12,390.00 Cr","","","","945.00 Dr","945.00 Dr","","","","","","","","","","","","","","","","","","","",""
"17 May 2023","0000030513-Sunil","0000030513-Sunil","4540005673","Purcahse Order ZSER","4,54,876.00","5,27,528.14 Cr","","","","36,326.07 Dr","36,326.07 Dr","","","","","","","","","","","","","","","","","","","",""
"17 May 2023","0000030156-Y. Kanchana","0000030156-Y. Kanchana","4540005674","Purcahse Order ZSER","1,71,182.92","2,01,995.84 Cr","","","","15,406.46 Dr","15,406.46 Dr","","","","","","","","","","","","","","","","","","","",""
"17 May 2023","0000011983-Westart Communications India Privat","0000011983-Westart Communications India Privat","4600001058","Purcahse Order ZCOL","6,90,000.00","7,24,500.00 Cr","6,90,000.00 Dr","","","17,250.00 Dr","17,250.00 Dr","","","","","","","","","","","","","","","","","","","",""
"17 May 2023","0000011981-SRI PADMAVATHI BIO BRIQUETTES","0000011981-SRI PADMAVATHI BIO BRIQUETTES","4600001059","Purcahse Order ZCOL","19,50,000.00","20,47,500.00 Cr","19,50,000.00 Dr","97,500.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"17 May 2023","0000011982-SREENEE GREEN ENERGIES","0000011982-SREENEE GREEN ENERGIES","4600001060","Purcahse Order ZCOL","19,20,000.00","20,16,000.00 Cr","19,20,000.00 Dr","96,000.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"17 May 2023","0000031514-CYBERTIPS4U Technologies","0000031514-CYBERTIPS4U Technologies","42","Purcahse Order ZNPA","14,000.00","16,520.00 Cr","","","","1,260.00 Dr","1,260.00 Dr","","","","","","","","","","","","","","","","","","","",""
"18 May 2023","0000030806-Chemical Consultants","0000030806-Chemical Consultants","4540005675","Purcahse Order ZSER","1,80,000.00","2,12,400.00 Cr","","","","16,200.00 Dr","16,200.00 Dr","","","","","","","","","","","","","","","","","","","",""
"19 May 2023","0000010136-Madras Hardtools Agencies P Ltd","0000010136-Madras Hardtools Agencies P Ltd","4500003445","Purcahse Order ZSPR","16,834.00","18,854.08 Cr","","","","1,010.04 Dr","1,010.04 Dr","","","","","","","","","","","","","","","","","","","",""
"19 May 2023","0000011884-NJ INDUSTRIAL PRODUCTS","0000011884-NJ INDUSTRIAL PRODUCTS","4500003446","Purcahse Order ZSPR","46,400.00","58,252.00 Cr","","","","4,176.00 Dr","4,176.00 Dr","","","","","","","","","","","","","","","","","","","",""
"19 May 2023","0000010059-Equipment Fabricators & Traders","0000010059-Equipment Fabricators & Traders","4500003447","Purcahse Order ZSPR","75,090.00","88,606.20 Cr","","","","6,758.10 Dr","6,758.10 Dr","","","","","","","","","","","","","","","","","","","",""
"19 May 2023","0000011035-A.M.R.Vegetables Shop","0000011035-A.M.R.Vegetables Shop","4520000923","Purcahse Order ZDOM","21,520.00","21,520.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"19 May 2023","0000060228-TATA Teleservices Limited","0000060228-TATA Teleservices Limited","4540005676","Purcahse Order ZSER","43,750.00","51,625.00 Cr","","","","3,937.50 Dr","3,937.50 Dr","","","","","","","","","","","","","","","","","","","",""
"19 May 2023","0000060291-POORNIMA.J","0000060291-POORNIMA.J","4540005677","Purcahse Order ZSER","1,38,000.00","1,38,000.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"19 May 2023","0000700059-S.Vani","0000700059-S.Vani","4540005678","Purcahse Order ZSER","72,000.00","72,000.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"19 May 2023","0000060286-Parent Teachers Association","0000060286-Parent Teachers Association","4540005679","Purcahse Order ZSER","1,44,000.00","1,44,000.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"19 May 2023","0000030714-Ashok Cranes","0000030714-Ashok Cranes","4540005680","Purcahse Order ZSER","33,600.00","33,600.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"19 May 2023","0000060293-S.SANTHI","0000060293-S.SANTHI","4540005681","Purcahse Order ZSER","1,44,000.00","1,44,000.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"19 May 2023","0000011663-KMech Engineers","0000011663-KMech Engineers","4540005682","Purcahse Order ZSER","25,380.00","29,948.40 Cr","","4,568.40 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"19 May 2023","0000700060-Headmaster, P.U.M.School,Pethikuppa","0000700060-Headmaster, P.U.M.School,Pethikuppa","4540005683","Purcahse Order ZSER","1,44,000.00","1,44,000.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"19 May 2023","0000060290-MARIAPPAN.R","0000060290-MARIAPPAN.R","4540005684","Purcahse Order ZSER","1,02,000.00","1,02,000.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"19 May 2023","0000031252-K.G.Sadagopan","0000031252-K.G.Sadagopan","4540005685","Purcahse Order ZSER","1,02,000.00","1,02,000.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"20 May 2023","0000011942-CARITAS FIRE SAFETY SOLUTIONS PVT L","0000011942-CARITAS FIRE SAFETY SOLUTIONS PVT L","4500003448","Purcahse Order ZSPR","52,500.00","1,14,450.00 Cr","","","","4,725.00 Dr","4,725.00 Dr","","","","","","","","","","","","","","","","","","","",""
"20 May 2023","0000090145-Adani Enterprises Limited","0000090145-Adani Enterprises Limited","4600001061","Purcahse Order ZCOL","18,16,00,000.00","19,86,80,000.00 Cr","18,16,00,000.00 Dr","","80,00,000.00 Dr","45,40,000.00 Dr","45,40,000.00 Dr","","","","","","","","","","","","","","","","","","","",""
"24 May 2023","0000030843-Fast Track Pvt. Ltd.","0000030843-Fast Track Pvt. Ltd.","4540005686","Purcahse Order ZSER","58,199.00","61,108.96 Cr","","","","1,454.98 Dr","1,454.98 Dr","","","","","","","","","","","","","","","","","","","",""
"24 May 2023","0000090009-Inspectorate Griffith India Pvt Ltd","0000090009-Inspectorate Griffith India Pvt Ltd","4540005687","Purcahse Order ZSER","33,875.00","39,972.50 Cr","","","","3,048.75 Dr","3,048.75 Dr","","","","","","","","","","","","","","","","","","","",""
"24 May 2023","0000090141-Leon Inspection & Testing India Pvt","0000090141-Leon Inspection & Testing India Pvt","4540005688","Purcahse Order ZSER","33,750.00","39,825.00 Cr","","","","3,037.50 Dr","3,037.50 Dr","","","","","","","","","","","","","","","","","","","",""
"24 May 2023","0000090141-Leon Inspection & Testing India Pvt","0000090141-Leon Inspection & Testing India Pvt","4540005689","Purcahse Order ZSER","82,250.00","97,055.00 Cr","","","","7,402.50 Dr","7,402.50 Dr","","","","","","","","","","","","","","","","","","","",""
"24 May 2023","0000031134-Nikaki Gears & Spares","0000031134-Nikaki Gears & Spares","4540005690","Purcahse Order ZSER","25,875.00","30,532.50 Cr","","","","2,328.75 Dr","2,328.75 Dr","","","","","","","","","","","","","","","","","","","",""
"24 May 2023","","","4610001907","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"25 May 2023","0000010722-Forbes Marshall Pvt. Ltd.,","0000010722-Forbes Marshall Pvt. Ltd.,","4500003449","Purcahse Order ZSPR","90,900.00","1,07,852.00 Cr","","16,362.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"25 May 2023","0000010086-Hindustan Hydraulics & Pneumatics","0000010086-Hindustan Hydraulics & Pneumatics","4500003450","Purcahse Order ZSPR","6,975.00","8,230.50 Cr","","","","627.75 Dr","627.75 Dr","","","","","","","","","","","","","","","","","","","",""
"25 May 2023","0000010103-J.K.T Electricals","0000010103-J.K.T Electricals","4500003451","Purcahse Order ZSPR","8,400.00","9,912.00 Cr","","","","756.00 Dr","756.00 Dr","","","","","","","","","","","","","","","","","","","",""
"25 May 2023","0000011288-Mahalinga Enterprises","0000011288-Mahalinga Enterprises","4500003452","Purcahse Order ZSPR","1,76,000.00","2,07,680.00 Cr","","","","15,840.00 Dr","15,840.00 Dr","","","","","","","","","","","","","","","","","","","",""
"25 May 2023","0000031513-LAXMAN CONSULTANCY AND SERVICES","0000031513-LAXMAN CONSULTANCY AND SERVICES","4500003453","Purcahse Order ZSPR","4,50,000.00","9,81,000.00 Cr","","81,000.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"25 May 2023","0000011024-Merrick Industries Pvt Ltd","0000011024-Merrick Industries Pvt Ltd","4500003454","Purcahse Order ZSPR","4,30,000.00","5,07,400.00 Cr","","77,400.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"25 May 2023","0000010187-S.S.Rubbers Pvt Ltd","0000010187-S.S.Rubbers Pvt Ltd","4500003455","Purcahse Order ZSPR","1,32,800.00","1,56,704.00 Cr","","23,904.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"25 May 2023","0000010353-M.L. Engineering","0000010353-M.L. Engineering","4500003456","Purcahse Order ZSPR","1,50,900.00","1,78,062.00 Cr","","","","13,581.00 Dr","13,581.00 Dr","","","","","","","","","","","","","","","","","","","",""
"25 May 2023","0000031516-K STUDIO","0000031516-K STUDIO","4540005691","Purcahse Order ZSER","17,700.00","35,400.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"25 May 2023","0000060123-Sai Baba Business Solutions Pvt Ltd","0000060123-Sai Baba Business Solutions Pvt Ltd","4540005692","Purcahse Order ZSER","23,000.00","27,140.00 Cr","","","","2,070.00 Dr","2,070.00 Dr","","","","","","","","","","","","","","","","","","","",""
"25 May 2023","0000030568-Genius Consultants Limited","0000030568-Genius Consultants Limited","4540005693","Purcahse Order ZSER","8,76,326.00","10,34,064.68 Cr","","","","78,869.34 Dr","78,869.34 Dr","","","","","","","","","","","","","","","","","","","",""
"25 May 2023","0000030568-Genius Consultants Limited","0000030568-Genius Consultants Limited","4540005694","Purcahse Order ZSER","9,68,598.00","11,42,945.64 Cr","","","","87,173.82 Dr","87,173.82 Dr","","","","","","","","","","","","","","","","","","","",""
"25 May 2023","0000031367-T7 Enterprises","0000031367-T7 Enterprises","4540005695","Purcahse Order ZSER","1,00,000.00","1,18,000.00 Cr","","","","9,000.00 Dr","9,000.00 Dr","","","","","","","","","","","","","","","","","","","",""
"25 May 2023","0000011538-Krishna Enterprises","0000011538-Krishna Enterprises","4540005696","Purcahse Order ZSER","3,70,000.00","4,36,600.00 Cr","","","","33,300.00 Dr","33,300.00 Dr","","","","","","","","","","","","","","","","","","","",""
"25 May 2023","0000031491-SAGE Sustainability","0000031491-SAGE Sustainability","4540005697","Purcahse Order ZSER","5,50,500.00","6,49,590.00 Cr","","99,090.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"26 May 2023","0000031404-Safe Secure Safety Equipment","0000031404-Safe Secure Safety Equipment","4510001672","Purcahse Order ZCON","26,050.00","29,176.00 Cr","","","","1,563.00 Dr","1,563.00 Dr","","","","","","","","","","","","","","","","","","","",""
"26 May 2023","0000031517-VB Interior & Constructions","0000031517-VB Interior & Constructions","4540005698","Purcahse Order ZSER","4,45,000.00","9,70,100.00 Cr","","","","40,050.00 Dr","40,050.00 Dr","","","","","","","","","","","","","","","","","","","",""
"29 May 2023","0000011987-S S HYDRO SYSTEMS","0000011987-S S HYDRO SYSTEMS","4500003457","Purcahse Order ZSPR","60,502.00","1,31,894.36 Cr","","","","5,445.18 Dr","5,445.18 Dr","","","","","","","","","","","","","","","","","","","",""
"29 May 2023","0000010086-Hindustan Hydraulics & Pneumatics","0000010086-Hindustan Hydraulics & Pneumatics","4500003458","Purcahse Order ZSPR","39,289.50","46,361.62 Cr","","","","3,536.06 Dr","3,536.06 Dr","","","","","","","","","","","","","","","","","","","",""
"29 May 2023","0000010073-Gem Equipments (P) Limited","0000010073-Gem Equipments (P) Limited","4500003459","Purcahse Order ZSPR","99,000.00","1,17,300.00 Cr","","","","8,910.00 Dr","8,910.00 Dr","","","","","","","","","","","","","","","","","","","",""
"29 May 2023","0000011428-Shaktiman Equipments Pvt.Ltd.","0000011428-Shaktiman Equipments Pvt.Ltd.","4500003460","Purcahse Order ZSPR","37,743.20","44,536.98 Cr","","","","3,396.89 Dr","3,396.89 Dr","","","","","","","","","","","","","","","","","","","",""
"29 May 2023","0000010070-Gee Gee Kay Pvt Ltd","0000010070-Gee Gee Kay Pvt Ltd","4510001693","Purcahse Order ZCON","64,000.00","75,520.00 Cr","","","","5,760.00 Dr","5,760.00 Dr","","","","","","","","","","","","","","","","","","","",""
"29 May 2023","0000011496-TN Oxygen Private Limited","0000011496-TN Oxygen Private Limited","4510001694","Purcahse Order ZCON","3,225.00","3,805.50 Cr","","","","290.25 Dr","290.25 Dr","","","","","","","","","","","","","","","","","","","",""
"29 May 2023","0000011988-R.NITHYAKALYANI","0000011988-R.NITHYAKALYANI","4540005699","Purcahse Order ZSER","66,000.00","1,32,000.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"29 May 2023","0000030876-Power Tech Electrical Engineering","0000030876-Power Tech Electrical Engineering","4540005700","Purcahse Order ZSER","70,000.00","82,600.00 Cr","","","","6,300.00 Dr","6,300.00 Dr","","","","","","","","","","","","","","","","","","","",""
"30 May 2023","0000011892-INTAS AUTOMATIONS","0000011892-INTAS AUTOMATIONS","4500003461","Purcahse Order ZSPR","2,000.00","2,360.00 Cr","","","","180.00 Dr","180.00 Dr","","","","","","","","","","","","","","","","","","","",""
"30 May 2023","0000010665-BMW Steels Ltd","0000010665-BMW Steels Ltd","4500003462","Purcahse Order ZSPR","1,34,000.00","1,58,120.00 Cr","","24,120.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"30 May 2023","0000011990-TAPAIR ENGINEERING PVT. LTD","0000011990-TAPAIR ENGINEERING PVT. LTD","4500003463","Purcahse Order ZSPR","69,229.35","1,50,920.00 Cr","","","","6,230.65 Dr","6,230.65 Dr","","","","","","","","","","","","","","","","","","","",""
"30 May 2023","0000030577-Elangovan Electrical Services","0000030577-Elangovan Electrical Services","4540005701","Purcahse Order ZSER","74,237.56","87,600.32 Cr","","","","6,681.38 Dr","6,681.38 Dr","","","","","","","","","","","","","","","","","","","",""
"30 May 2023","0000031367-T7 Enterprises","0000031367-T7 Enterprises","4540005702","Purcahse Order ZSER","18,000.00","21,240.00 Cr","","","","1,620.00 Dr","1,620.00 Dr","","","","","","","","","","","","","","","","","","","",""
"30 May 2023","0000030047-G.RAVI","0000030047-G.RAVI","4540005703","Purcahse Order ZSER","83,000.00","83,000.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"30 May 2023","0000011538-Krishna Enterprises","0000011538-Krishna Enterprises","4540005704","Purcahse Order ZSER","72,000.00","84,960.00 Cr","","","","6,480.00 Dr","6,480.00 Dr","","","","","","","","","","","","","","","","","","","",""
"01 Jun 2023","0000011663-KMech Engineers","0000011663-KMech Engineers","4600001062","Purcahse Order ZSCF","53,00,000.00","62,54,000.00 Cr","","9,54,000.00 Dr","","","","","","","","","","","","","","","","","","","","","","",""
"01 Jun 2023","","","4610001908","Purcahse Order ZSTO","0.00","0.00 Cr","","","","","","","","","","","","","","","","","","","","","","","","",""
"02 Jun 2023","0000011538-Krishna Enterprises","0000011538-Krishna Enterprises","4540005705","Purcahse Order ZSER","3,60,000.00","4,24,800.00 Cr","","","","32,400.00 Dr","32,400.00 Dr","","","","","","","","","","","","","","","","","","","",""
